anon_polygon_id,date,crop_type,v3_prediction,v4_prediction,global_correction_raw,global_blend_weight,v5_prediction
AOI-0001,2014-07-28,озимая пшеница,0.5792627800833419,0.5701976135650555,-0.02423558898772352,0.35,0.5617151574193523
AOI-0001,2014-08-09,озимая пшеница,0.385601448157928,0.35260144815792804,0.008953576585615217,0.35,0.3557351999628934
AOI-0001,2014-08-13,озимая пшеница,0.37516016439495203,0.3635678941020253,-0.020444137926403854,0.35,0.3564124458277839
AOI-0001,2014-10-03,озимая пшеница,0.2036369776540722,0.2008878074716099,0.008886390034933536,0.35,0.20399804398383664
AOI-0001,2014-10-16,озимая пшеница,0.30471766570620673,0.31145008521703155,-0.0029572705068551725,0.35,0.31041504053963226
AOI-0001,2015-04-13,озимая пшеница,0.4419583741097302,0.43440602174145126,0.009207092987400859,0.35,0.4376285042870416
AOI-0001,2015-08-11,озимая пшеница,0.21354825623807316,0.21237068080146693,0.007723939711383302,0.35,0.21507405970045107
AOI-0001,2015-08-12,озимая пшеница,0.20210903538049446,0.20018806217417548,0.006074605737374134,0.35,0.20231417418225642
AOI-0001,2015-08-27,озимая пшеница,0.21695115691648753,0.2166584672841099,0.0015289595117329914,0.35,0.21719360311321645
AOI-0001,2015-09-20,озимая пшеница,0.18391718675372906,0.18105914396659945,0.010110865682731146,0.35,0.18459794695555534
AOI-0001,2015-09-28,озимая пшеница,0.19773219022688676,0.20817986392192014,0.008119403537838216,0.35,0.21102165516016352
AOI-0001,2016-06-27,озимая пшеница,0.28466117864406104,0.27236019775369047,-0.002635344651585004,0.35,0.27143782712563574
AOI-0001,2016-07-04,озимая пшеница,0.28757822458508353,0.27259025628918404,0.003728700221999346,0.35,0.27389530136688384
AOI-0001,2016-07-20,озимая пшеница,0.31227269452756656,0.29379204284372723,-0.014776720573610926,0.35,0.2886201906429634
AOI-0001,2016-07-27,озимая пшеница,0.37375207265380783,0.3675481276714903,-0.015031516625773348,0.35,0.3622870968524696
AOI-0001,2016-08-29,озимая пшеница,0.29487022256209394,0.28448092500601624,0.010770612463465645,0.35,0.2882506393682292
AOI-0001,2016-08-30,озимая пшеница,0.2603301456187641,0.2506648989055909,0.010340627587378345,0.35,0.25428411856117333
AOI-0001,2016-09-15,озимая пшеница,0.4770436862802785,0.46319495229468194,-0.046708230859552335,0.35,0.4468470714938386
AOI-0001,2016-09-29,озимая пшеница,0.6967169182300775,0.6850756725439202,0.04028861412997987,0.35,0.6991766874894132
AOI-0001,2017-05-12,озимая пшеница,0.7362820050880523,0.7319281312388375,0.013715156125397924,0.35,0.7367284358827267
AOI-0001,2017-06-29,озимая пшеница,0.5698313652815767,0.5711617393634644,0.0055036511106131,0.35,0.573088017252179
AOI-0001,2017-07-12,озимая пшеница,0.46184845972002897,0.47004820091323446,-0.01481928699158783,0.35,0.4648614504661787
AOI-0001,2017-08-09,озимая пшеница,0.29824241897194903,0.30414367012329946,-0.005673932701331753,0.35,0.30215779367783335
AOI-0001,2017-08-29,озимая пшеница,0.26638846858459714,0.25746105174314127,-0.024962524362990225,0.35,0.2487241682160947
AOI-0001,2017-09-08,озимая пшеница,0.21238938554635223,0.20716238433085357,-0.0030436737814823786,0.35,0.20609709850733474
AOI-0001,2017-09-14,озимая пшеница,0.28844540607832303,0.2804989015801569,-0.009113269865141676,0.35,0.2773092571273573
AOI-0001,2018-04-05,озимая пшеница,0.492905700585754,0.4908762974127155,0.036799094456895685,0.35,0.5037559804726289
AOI-0001,2018-04-23,озимая пшеница,0.7928380798138813,0.8002952291809625,-0.0032466226211052235,0.35,0.7991589112635757
AOI-0001,2018-05-01,озимая пшеница,0.793650796773774,0.8061683046444864,0.011680826142934263,0.35,0.8102565937945134
AOI-0001,2018-06-08,озимая пшеница,0.697331365661999,0.691399335616089,-0.00483069917297101,0.35,0.6897085909055491
AOI-0001,2018-07-12,озимая пшеница,0.30559041774839024,0.30785585051295794,-0.007955196397246615,0.35,0.3050715317739216
AOI-0001,2018-09-28,озимая пшеница,0.1736966359593622,0.15889972927043508,0.004642809332062216,0.35,0.16052471253665684
AOI-0001,2018-10-13,озимая пшеница,0.17454929296891547,0.1893360940428716,0.0011054095016783398,0.35,0.18972298736845902
AOI-0001,2019-05-11,озимая пшеница,0.5186787136794496,0.4856787136794496,-0.004426064001001925,0.35,0.48412959127909894
AOI-0001,2019-05-31,озимая пшеница,0.7140418954080281,0.714075672895022,0.004514950928771595,0.35,0.7156559057200921
AOI-0001,2019-06-04,озимая пшеница,0.7123492651462945,0.7241509657393053,0.013455304617334189,0.35,0.7288603223553722
AOI-0001,2019-06-05,озимая пшеница,0.6967199393228121,0.7067300372813676,0.007856210108979998,0.35,0.7094797108195107
AOI-0001,2019-06-25,озимая пшеница,0.3643003418179306,0.37551223739192435,0.005964294510931136,0.35,0.37759974047075023
AOI-0001,2019-07-12,озимая пшеница,0.46631758353074004,0.4698558107559037,-0.012030754300824,0.35,0.4656450467506153
AOI-0001,2019-07-22,озимая пшеница,0.4078163558202909,0.42252687501150643,-0.00790682156271911,0.35,0.4197594874645547
AOI-0001,2019-07-29,озимая пшеница,0.43621521349158476,0.4539896050888456,0.0012436741158301586,0.35,0.45442489102938616
AOI-0001,2019-08-30,озимая пшеница,0.24351290828648342,0.23655504381172987,0.00931497882380319,0.35,0.239815286400061
AOI-0001,2019-09-07,озимая пшеница,0.24628352807963932,0.23603190860092646,0.003863895769610434,0.35,0.23738427212029012
AOI-0001,2019-09-08,озимая пшеница,0.22619889781135707,0.21708288049366445,0.0021612758675842348,0.35,0.21783932704731893
AOI-0001,2019-09-18,озимая пшеница,0.15473408969934277,0.1372316694190798,-0.011370060743319876,0.35,0.13325214815891784
AOI-0001,2020-04-03,озимая пшеница,0.5292536104585267,0.5402142285118623,0.016885901848164242,0.35,0.5461242941587198
AOI-0001,2020-04-26,озимая пшеница,0.6870020952339454,0.6805665332162922,0.01483913230465592,0.35,0.6857602295229218
AOI-0001,2020-05-30,озимая пшеница,0.823665304221312,0.816194896784328,0.007158201140143667,0.35,0.8187002671833783
AOI-0001,2020-06-09,озимая пшеница,0.7690833049212755,0.7724195731897623,-0.005462620916207386,0.35,0.7705076558690898
AOI-0001,2020-07-14,озимая пшеница,0.16494377208383998,0.1541378070108511,-0.025008702158633298,0.35,0.14538476125532945
AOI-0001,2020-07-23,озимая пшеница,0.24164385330425908,0.2363266146315651,-0.0066750155077433815,0.35,0.23399035920385491
AOI-0001,2020-07-27,озимая пшеница,0.2813540383009717,0.2705216377568853,-0.013938862643365812,0.35,0.2656430358317073
AOI-0001,2020-08-08,озимая пшеница,0.192987336877891,0.18894956824893572,-0.014515382624747705,0.35,0.18386918433027402
AOI-0001,2020-09-01,озимая пшеница,0.30527185579673966,0.30700228273301783,0.009794699934057346,0.35,0.3104304277099379
AOI-0001,2020-09-02,озимая пшеница,0.2784736862834942,0.27696502899035746,-0.007946772006110263,0.35,0.2741836587882189
AOI-0001,2020-09-12,озимая пшеница,0.23333706253877276,0.22665157771624286,0.003540409941761698,0.35,0.22789072119585946
AOI-0001,2020-09-22,озимая пшеница,0.22130772675018137,0.21934155219170562,-0.0010641218613596406,0.35,0.21896910954022974
AOI-0001,2020-09-29,озимая пшеница,0.25421683943452794,0.25257758086418414,-0.015000144961221516,0.35,0.2473275301277566
AOI-0001,2020-10-11,озимая пшеница,0.20458078034319227,0.19371628492230963,0.005260132289064582,0.35,0.19555733122348223
AOI-0001,2020-10-12,озимая пшеница,0.17894663750571088,0.17906840574930222,-0.0008828681570782998,0.35,0.17875940189432482
AOI-0001,2020-10-19,озимая пшеница,0.17240907159937607,0.1723418722842484,-0.00239566191995744,0.35,0.1715033906122633
AOI-0001,2021-05-15,озимая пшеница,0.5154780569269816,0.5230047404661772,-0.002902804702482334,0.35,0.5219887588203084
AOI-0001,2021-05-20,озимая пшеница,0.49821491927963296,0.5015604620954982,-0.005035078002559274,0.35,0.4997981847946025
AOI-0001,2021-06-10,озимая пшеница,0.6721459083225578,0.676115394379233,-0.011487621752320553,0.35,0.6720947267659207
AOI-0001,2021-07-02,озимая пшеница,0.6345458222473207,0.6308824291212404,-0.0010429240698518155,0.35,0.6305174056967923
AOI-0001,2021-07-24,озимая пшеница,0.6484513856390527,0.6673937025548736,0.010489125937415526,0.35,0.6710648966329691
AOI-0001,2021-09-17,озимая пшеница,0.21562130427185744,0.21860982150695416,0.01396996454401927,0.35,0.2234993090973609
AOI-0001,2022-04-25,озимая пшеница,0.6575609667120881,0.6760885869010866,0.011649135258487622,0.35,0.6801657842415573
AOI-0001,2022-06-03,озимая пшеница,0.7832255969635562,0.8066312692184304,0.024138995913179574,0.35,0.8150799177880432
AOI-0001,2022-09-02,озимая пшеница,0.24135078678459293,0.24968082443936895,0.0024897424161089182,0.35,0.25055223428500706
AOI-0001,2022-09-30,озимая пшеница,0.26825123886043634,0.2740758405613085,0.0047984736708835355,0.35,0.2757553063461178
AOI-0001,2022-10-01,озимая пшеница,0.21261588376169926,0.2349618355416931,0.031635370355500986,0.35,0.24603421516611843
AOI-0001,2022-10-17,озимая пшеница,0.19302388531673575,0.20512209202436596,0.011933888449586823,0.35,0.20929895298172135
AOI-0001,2023-05-25,озимая пшеница,0.8377466039905652,0.8428647540039774,-0.008159049463709139,0.35,0.8400090866916792
AOI-0001,2023-06-23,озимая пшеница,0.8109312117476293,0.8295038354736913,0.014198931956898742,0.35,0.8344734616586059
AOI-0001,2023-07-15,озимая пшеница,0.2591330185645359,0.24800984257036848,-0.0004241002211642013,0.35,0.247861407492961
AOI-0001,2023-07-29,озимая пшеница,0.18543424312636198,0.17248990416112328,-0.008695456770917568,0.35,0.16944649429130212
AOI-0001,2023-08-03,озимая пшеница,0.21511826759315583,0.20879777451252418,-0.0029928905878871463,0.35,0.20775026280676367
AOI-0001,2023-08-08,озимая пшеница,0.2018527551370865,0.20900510550491203,-0.00012712219049246893,0.35,0.20896061273823965
AOI-0001,2023-08-13,озимая пшеница,0.28018875007416016,0.27807137772035234,-0.023218717638788106,0.35,0.2699448265467765
AOI-0001,2023-08-17,озимая пшеница,0.24747550234937518,0.2686642555059748,0.015176960921529016,0.35,0.27397619182850996
AOI-0001,2023-08-28,озимая пшеница,0.21420634535790695,0.21136167171736428,-0.004254316699580332,0.35,0.20987266087251116
AOI-0001,2023-08-29,озимая пшеница,0.2982108566344108,0.28513817351128884,-0.012321025634032751,0.35,0.2808258145393774
AOI-0001,2023-09-12,озимая пшеница,0.22325775452668492,0.2215575988267751,0.007537780272480723,0.35,0.22419582192214335
AOI-0001,2024-04-06,озимая пшеница,0.7453669950978906,0.7746407552668924,-0.03136931952777838,0.35,0.7636614934321699
AOI-0001,2024-05-24,озимая пшеница,0.7753306635646641,0.7680796562738882,-0.031980037648433414,0.35,0.7568866430969365
AOI-0001,2024-06-01,озимая пшеница,0.7356324575993278,0.7107227575055267,0.0427278157200435,0.35,0.7256774930075419
AOI-0001,2024-06-03,озимая пшеница,0.7141579770276741,0.7020278871881418,0.030723345269500452,0.35,0.7127810580324669
AOI-0001,2024-06-09,озимая пшеница,0.6099480501086776,0.5870556775855162,-0.014550591731134727,0.35,0.5819629704796191
AOI-0001,2024-06-13,озимая пшеница,0.592651452847265,0.5716690222430003,-0.008490985001222497,0.35,0.5686971774925724
AOI-0001,2024-06-17,озимая пшеница,0.5877665446142155,0.5709275715941838,-0.01733232104866637,0.35,0.5648612592271506
AOI-0001,2024-06-23,озимая пшеница,0.3677366365039751,0.3531295848770692,0.0029225474963220093,0.35,0.3541524765007819
AOI-0001,2024-06-25,озимая пшеница,0.3904884002776309,0.3794706838517742,-0.0297112793143556,0.35,0.3690717360917497
AOI-0001,2024-07-03,озимая пшеница,0.2806642698203793,0.2679406061691981,0.005587683365403072,0.35,0.2698962953470892
AOI-0001,2024-09-11,озимая пшеница,0.15751927864134924,0.14627299980444172,-0.004060020382811062,0.35,0.14485199267045784
AOI-0001,2024-09-13,озимая пшеница,0.21942842704678028,0.21455115867429736,-0.026007865544928507,0.35,0.20544840573357237
AOI-0001,2024-09-16,озимая пшеница,0.158855129377948,0.1522221451263793,0.003464431237783627,0.35,0.15343469605960358
AOI-0001,2024-09-29,озимая пшеница,0.22731558279051262,0.22031078825335634,-0.014518360351600684,0.35,0.21522936213029611
AOI-0001,2025-04-23,озимая пшеница,0.4612565330503463,0.48150194277735714,0.011672861200515198,0.35,0.48558744419753747
AOI-0001,2025-05-03,озимая пшеница,0.37145725264845897,0.3727558838179953,0.017008090831995015,0.35,0.37870871560919356
AOI-0001,2025-06-03,озимая пшеница,0.44841896453271596,0.442090769412606,0.005035951279443968,0.35,0.4438533523604114
AOI-0001,2025-06-27,озимая пшеница,0.6142350352635378,0.627956703175186,0.017537027827716316,0.35,0.6340946629148867
AOI-0001,2025-07-05,озимая пшеница,0.5655142667201621,0.5614855599647331,0.008137274643336136,0.35,0.5643336060899008
AOI-0001,2025-07-12,озимая пшеница,0.4573372717124618,0.4505862638755191,-0.018537510719620773,0.35,0.4440981351236518
AOI-0001,2025-07-13,озимая пшеница,0.4171463951595329,0.4164401133418799,-0.006323511208991075,0.35,0.414226884418733
AOI-0001,2025-07-23,озимая пшеница,0.4064511581265797,0.3857718285926289,0.0016297053144823386,0.35,0.3863422254526977
AOI-0001,2025-07-28,озимая пшеница,0.385385497264562,0.35797272350398657,-0.04073599313970897,0.35,0.3437151259050884
AOI-0001,2025-07-29,озимая пшеница,0.4006899088974236,0.37756052966163145,-0.01726740492269711,0.35,0.37151693793868745
AOI-0001,2025-08-02,озимая пшеница,0.29966863204501726,0.28607502681787284,-0.012579680510884638,0.35,0.2816721386390632
AOI-0001,2025-10-28,озимая пшеница,0.21836062805705428,0.23369877186899368,0.0033661839647948105,0.35,0.23487693625667186
AOI-0002,2025-05-03,озимая пшеница,0.8225866554584081,0.8263795842393238,0.022882292495774666,0.35,0.8343883866128449
AOI-0002,2025-06-03,озимая пшеница,0.5465783215108779,0.5428946833167397,0.021593244981780346,0.35,0.5504523190603628
AOI-0002,2025-06-26,озимая пшеница,0.45520203004031246,0.45894288136333733,0.019489492381323872,0.35,0.46576420369680066
AOI-0002,2025-07-29,озимая пшеница,0.25029755835208556,0.2558174190599574,0.016111357965726027,0.35,0.26145639434796153
AOI-0002,2025-08-02,озимая пшеница,0.17353816664217897,0.1769021496470586,0.008408811823969683,0.35,0.179845233785448
AOI-0002,2025-08-13,озимая пшеница,0.25937808214694213,0.2595078793846765,-0.0010597120482652741,0.35,0.25913698016778364
AOI-0002,2025-08-19,озимая пшеница,0.16631222397217515,0.161600103722976,0.017397227310843772,0.35,0.16768913328177132
AOI-0003,2025-04-01,озимая пшеница,0.5369898505770956,0.5438145803335566,0.03579473575667857,0.35,0.556342737848394
AOI-0003,2025-04-18,озимая пшеница,0.8463864847136036,0.8400839131307358,0.0011103133705747986,0.35,0.840472522810437
AOI-0003,2025-04-19,озимая пшеница,0.8556406815188266,0.8507258326308582,0.013772901607442687,0.35,0.8555463481934632
AOI-0003,2025-05-06,озимая пшеница,0.801423968795657,0.8033568892110742,0.009311572759429228,0.35,0.8066159396768744
AOI-0003,2025-06-04,озимая пшеница,0.7579613852984516,0.7610838927289192,0.014999216212082802,0.35,0.7663336184031482
AOI-0003,2025-06-13,озимая пшеница,0.5914841891670903,0.5968752384195084,0.007129805551799314,0.35,0.5993706703626381
AOI-0003,2025-07-07,озимая пшеница,0.19900216948460767,0.19940109864868114,-0.02089470372339402,0.35,0.19208795234549322
AOI-0003,2025-07-13,озимая пшеница,0.18963580672209493,0.1941364881920902,-0.01013268415599906,0.35,0.19059004873749052
AOI-0003,2025-07-15,озимая пшеница,0.1768614690409127,0.1765515269798028,-0.019735418683756573,0.35,0.169644130440488
AOI-0003,2025-08-04,озимая пшеница,0.2099670787798891,0.20652570330553516,-0.026917212705262508,0.35,0.1971046788586933
AOI-0003,2025-08-07,озимая пшеница,0.18110177518884246,0.17927667779377826,-0.003023901409081982,0.35,0.17821831230059956
AOI-0003,2025-08-14,озимая пшеница,0.1875161014838414,0.1886539633197352,-0.004851882183883226,0.35,0.18695580455537605
AOI-0003,2025-08-22,озимая пшеница,0.1584695385608828,0.15567973567450144,-0.0037926830365728223,0.35,0.15435229661170094
AOI-0003,2025-08-23,озимая пшеница,0.1985944009289905,0.19694160085383008,0.0017772113307165144,0.35,0.19756362481958087
AOI-0004,2025-04-23,озимая пшеница,0.6874121630217314,0.6804121630217314,-0.0011611324453404365,0.35,0.6800057666658622
AOI-0004,2025-05-04,озимая пшеница,0.6119733228168582,0.6108982340154415,0.014956041200823621,0.35,0.6161328484357298
AOI-0004,2025-05-24,озимая пшеница,0.6715683718950806,0.6762233980667893,-0.00446782651425626,0.35,0.6746596587867997
AOI-0004,2025-05-25,озимая пшеница,0.7424592993714701,0.7354592993714701,-0.013223655961245705,0.35,0.7308310197850342
AOI-0004,2025-06-30,озимая пшеница,0.600435793308866,0.5977085921016558,-0.006423998053689968,0.35,0.5954601927828643
AOI-0004,2025-07-12,озимая пшеница,0.5002666753428003,0.4983750309173232,-0.02565216050347209,0.35,0.489396774741108
AOI-0004,2025-07-23,озимая пшеница,0.47249947314881074,0.4716550236722694,-0.007658116049831704,0.35,0.4689746830548283
AOI-0004,2025-08-02,озимая пшеница,0.40568648375597105,0.4082851077474466,-0.000273479562668016,0.35,0.4081893899005128
AOI-0004,2025-09-14,озимая пшеница,0.3851561971313622,0.3857352069422616,-0.017711189048766528,0.35,0.3795362907751933
AOI-0004,2025-09-23,озимая пшеница,0.3228967328038237,0.3233603118237736,0.0050790865105277,0.35,0.3251379921024583
AOI-0005,2025-05-01,озимая пшеница,0.6495327482233773,0.6537265522192639,0.010562249867531123,0.35,0.6574233396728998
AOI-0005,2025-05-03,озимая пшеница,0.6699976131416998,0.6639161951866264,0.011394578994035669,0.35,0.6679042978345389
AOI-0005,2025-05-14,озимая пшеница,0.5280040569424799,0.5314471395115911,0.009570407738166413,0.35,0.5347967822199493
AOI-0005,2025-06-11,озимая пшеница,0.6145929946033537,0.6188632181429372,0.007268970475550914,0.35,0.6214073578093801
AOI-0005,2025-07-21,озимая пшеница,0.42873653596864175,0.43243450210324674,0.011904915824622848,0.35,0.43660122264186474
AOI-0005,2025-08-17,озимая пшеница,0.3067458670060218,0.3046154812933722,0.01730619016174143,0.35,0.31067264784998166
AOI-0005,2025-09-01,озимая пшеница,0.24450853122044303,0.24575021771488903,0.021447351253169475,0.35,0.2532567906534983
AOI-0006,2025-04-01,озимая пшеница,0.20613557926848858,0.20244443488832758,0.058883284480568156,0.35,0.22305358445652643
AOI-0006,2025-05-09,озимая пшеница,0.4309622401102221,0.4229622401102221,0.044606258067728145,0.35,0.43857443043392697
AOI-0006,2025-05-25,озимая пшеница,0.608374817639137,0.6104573366005057,0.025006378618853676,0.35,0.6192095691171045
AOI-0006,2025-07-28,озимая пшеница,0.40701547430037505,0.4110298300145934,0.017208287415594648,0.35,0.41705273061005155
AOI-0006,2025-08-09,озимая пшеница,0.28596809940935697,0.2927101751059014,0.04535992838864484,0.35,0.30858615004192713
AOI-0006,2025-08-22,озимая пшеница,0.26274969544421023,0.27074969544421024,0.054206233684397906,0.35,0.2897218772337495
AOI-0006,2025-08-30,озимая пшеница,0.25546998399975,0.26346998399975,0.057626220723307135,0.35,0.2836391612529075
AOI-0006,2025-09-07,озимая пшеница,0.2127034361270568,0.2207034361270568,0.06280707664790612,0.35,0.24268591295382397
AOI-0006,2025-10-28,озимая пшеница,0.21194522568969804,0.2140329843579053,0.07147388972198705,0.35,0.23904884576060076
AOI-0007,2025-04-01,озимая пшеница,0.19125298438287847,0.18082675943840018,0.0050097416330422626,0.35,0.18258016900996496
AOI-0007,2025-04-18,озимая пшеница,0.26335572306185073,0.25562775236474355,-0.018022872067656643,0.35,0.24931974714106372
AOI-0007,2025-04-29,озимая пшеница,0.34530583621619204,0.3377117306497028,0.0005442717440084133,0.35,0.3379022257601057
AOI-0007,2025-05-01,озимая пшеница,0.36528991686836076,0.3635460739054819,0.0021274263839624595,0.35,0.36429067313986874
AOI-0007,2025-06-26,озимая пшеница,0.35081787612515747,0.340454659507801,-0.01792988195361145,0.35,0.334179200824037
AOI-0007,2025-07-28,озимая пшеница,0.16857456020581266,0.16836193887842182,-0.03321033776378712,0.35,0.15673832066109633
AOI-0007,2025-08-13,озимая пшеница,0.24242195097507285,0.24274519389759494,-0.016151399209119784,0.35,0.23709220417440302
AOI-0007,2025-08-14,озимая пшеница,0.15187845607551156,0.15413155833858874,0.0036941312454642256,0.35,0.15542450427450122
AOI-0007,2025-08-16,озимая пшеница,0.1747086430842796,0.17491353466535764,-0.011541555122213661,0.35,0.17087399037258286
AOI-0007,2025-09-11,озимая пшеница,0.15726765157242323,0.15806278320135767,0.0009127268369860772,0.35,0.15838223759430278
AOI-0007,2025-09-26,озимая пшеница,0.17916947963205213,0.17981690794555313,-0.005713365791871528,0.35,0.1778172299183981
AOI-0008,2025-04-17,озимая пшеница,0.8559016546911442,0.8470758202172967,0.0034094997247446674,0.35,0.8482691451209573
AOI-0008,2025-04-24,озимая пшеница,0.7749719370390937,0.7713481537142355,0.0028432832827607166,0.35,0.7723433028632017
AOI-0008,2025-05-19,озимая пшеница,0.8042859856678397,0.8142859856678397,0.011495954245521512,0.35,0.8183095696537722
AOI-0008,2025-07-08,озимая пшеница,0.2132302639124064,0.21454877621841584,-0.010815607633608594,0.35,0.21076331354665284
AOI-0008,2025-07-15,озимая пшеница,0.1740559137064842,0.16932716394919525,-0.01168126981759527,0.35,0.1652387195130369
AOI-0008,2025-07-17,озимая пшеница,0.1858965624331837,0.18292737410461493,-0.021021278437083377,0.35,0.17556992665163576
AOI-0008,2025-08-13,озимая пшеница,0.2475301424573857,0.24651363093202888,-0.023846021448761183,0.35,0.23816752342496247
AOI-0008,2025-09-01,озимая пшеница,0.14745417272834138,0.14383025036248284,-0.0027729762199850297,0.35,0.14285970868548808
AOI-0008,2025-09-30,озимая пшеница,0.24679643896578932,0.2477451747186338,-0.011095112250386965,0.35,0.24386188543099838
AOI-0008,2025-10-16,озимая пшеница,0.2507503124781164,0.24598194035162962,-0.026215427006092102,0.35,0.23680654089949738
AOI-0009,2025-04-01,озимая пшеница,0.7206996348409505,0.7293129058920506,-0.0047284957226636885,0.35,0.7276579323891182
AOI-0009,2025-04-23,озимая пшеница,0.8067490259260324,0.812143780707644,-0.020778748640655872,0.35,0.8048712186834145
AOI-0009,2025-05-04,озимая пшеница,0.8380251079781053,0.8445686764452225,-0.005965772974515757,0.35,0.842480655904142
AOI-0009,2025-06-30,озимая пшеница,0.17918298928244902,0.181583728915846,0.006346075516636535,0.35,0.1838048553466688
AOI-0009,2025-07-05,озимая пшеница,0.188363255126409,0.19201900467940677,0.008205896181021948,0.35,0.19489106834276446
AOI-0009,2025-07-10,озимая пшеница,0.16952143124984895,0.16922301736681175,0.015645171173392775,0.35,0.17469882727749922
AOI-0009,2025-07-25,озимая пшеница,0.17154090940744357,0.16954875224542243,0.003675024988467342,0.35,0.170835010991386
AOI-0009,2025-08-12,озимая пшеница,0.1613777267977657,0.15900262447040284,0.005310297279346433,0.35,0.16086122851817408
AOI-0009,2025-08-17,озимая пшеница,0.1820447037404716,0.18152230442054343,0.01090122243750703,0.35,0.1853377322736709
AOI-0009,2025-08-22,озимая пшеница,0.16123764220816256,0.1627808077253177,0.007198957612294242,0.35,0.16530044288962067
AOI-0009,2025-08-24,озимая пшеница,0.15286344586377815,0.15200371790197323,-0.00028573937505741885,0.35,0.15190370912070314
AOI-0009,2025-09-14,озимая пшеница,0.235114810235183,0.23574830820210063,0.0023883141244289995,0.35,0.23658421814565078
AOI-0009,2025-09-16,озимая пшеница,0.18191806263344837,0.18307821697488727,0.012806494809999132,0.35,0.18756049015838697
AOI-0009,2025-09-25,озимая пшеница,0.17103182043858728,0.1697389670649089,0.006351038385419335,0.35,0.17196183049980568
AOI-0009,2025-10-03,озимая пшеница,0.20953989763487993,0.2065433947869673,0.013154187069056172,0.35,0.21114736026113695
AOI-0010,2010-06-19,озимая пшеница,0.3591311377131271,0.3680589442402949,0.01912747658883229,0.35,0.3747535610463862
AOI-0010,2010-08-06,озимая пшеница,0.23515711944300258,0.23769837382134945,0.0047969047007449354,0.35,0.2393772904666102
AOI-0010,2010-08-22,озимая пшеница,0.20853207028368506,0.2166582397506992,0.014184410663098609,0.35,0.22162278348278372
AOI-0010,2011-06-14,озимая пшеница,0.5108326766786906,0.5190460906424444,0.02169720156536413,0.35,0.5266401111903218
AOI-0010,2011-07-12,озимая пшеница,0.37123512099162476,0.37133781983597514,-0.0018698637731664846,0.35,0.37068336751536685
AOI-0010,2011-08-09,озимая пшеница,0.2614549765002321,0.26341823288336097,0.013514349026490898,0.35,0.2681482550426328
AOI-0010,2011-08-13,озимая пшеница,0.3453180582668629,0.34209103820897846,-0.005568592010267721,0.35,0.34014203100538476
AOI-0010,2011-09-10,озимая пшеница,0.22585393269560394,0.23238614554309153,0.011860913300196358,0.35,0.23653746519816027
AOI-0010,2012-04-13,озимая пшеница,0.2820009291047955,0.2846727889082963,-0.0047140947748011315,0.35,0.2830228557371159
AOI-0010,2012-08-03,озимая пшеница,0.22446874974053385,0.22759079262171436,0.010816098456131837,0.35,0.2313764270813605
