anon_polygon_id,date,crop_type,v3_prediction,v4_prediction,v7_prediction
AOI-0005,2023-09-12,озимая пшеница,0.36281244553875824,0.3738773170919253,0.38118589831360844
AOI-0005,2023-09-14,озимая пшеница,0.38396370757609266,0.38059948046646375,0.3740382438442282
AOI-0005,2023-09-26,озимая пшеница,0.3397985539195471,0.3482977979988022,0.3550525880665132
AOI-0005,2023-10-17,озимая пшеница,0.19339151980621838,0.19821372474057478,0.20432755075732198
AOI-0005,2024-05-31,озимая пшеница,0.7214689241766572,0.7157200248627339,0.7228576428985867
AOI-0005,2024-06-03,озимая пшеница,0.7050937540184584,0.7109246309986209,0.7132219978999655
AOI-0005,2024-07-28,озимая пшеница,0.3849704235426475,0.39279696663942937,0.3963674825315793
AOI-0005,2024-08-22,озимая пшеница,0.30180228002786913,0.30704810786964964,0.31180733008988776
AOI-0005,2024-08-28,озимая пшеница,0.3793239137180204,0.3765665912907879,0.3699939720636418
AOI-0005,2024-09-16,озимая пшеница,0.29917913019714976,0.3034603359074861,0.3082970327138532
AOI-0006,2010-04-15,озимая пшеница,0.4488815379904114,0.4366844642966538,0.42633352365908356
AOI-0006,2010-05-09,озимая пшеница,0.8112392988209138,0.8026137058579244,0.8004638595544383
AOI-0006,2010-07-13,озимая пшеница,0.2802632117996761,0.28619222268467986,0.28577026589857774
AOI-0006,2010-07-28,озимая пшеница,0.29623108258999464,0.2955663034734066,0.291067019306435
AOI-0006,2010-07-29,озимая пшеница,0.22802800978699278,0.23275192071502748,0.23329624900589035
AOI-0006,2010-08-05,озимая пшеница,0.21889178958882274,0.21300753534591355,0.2159213373682216
AOI-0006,2011-04-02,озимая пшеница,0.15312173743959676,0.13023276066974254,0.12249656588448819
AOI-0006,2011-04-19,озимая пшеница,0.1930764249597873,0.17018107578670946,0.16464808136964226
AOI-0006,2011-05-21,озимая пшеница,0.24055971835456025,0.22877163668247205,0.22782002641510152
AOI-0006,2011-07-16,озимая пшеница,0.7492687522543475,0.7429251891745194,0.736927827167164
AOI-0006,2011-08-08,озимая пшеница,0.4649663051827941,0.45930371664133646,0.45920442624502344
AOI-0006,2011-08-09,озимая пшеница,0.44800418060558006,0.4424503632247761,0.4408438407933533
AOI-0006,2011-10-16,озимая пшеница,0.31558450751583916,0.32524428289251595,0.33047889094085064
AOI-0006,2012-04-22,озимая пшеница,0.7505079632010515,0.7614025514887163,0.7696870080389111
AOI-0006,2012-06-09,озимая пшеница,0.5219753614284194,0.5194143060065863,0.5085460817024765
AOI-0006,2012-10-15,озимая пшеница,0.27652917509662417,0.2823961301148487,0.2864184498935181
AOI-0006,2013-07-21,озимая пшеница,0.7098440371902234,0.7198809816550046,0.7262557610527435
AOI-0006,2013-08-21,озимая пшеница,0.35378802419398364,0.3528160852804975,0.3472928149093158
AOI-0006,2013-10-24,озимая пшеница,0.2486417999577044,0.25787226637429805,0.26707055266413354
AOI-0006,2014-04-07,озимая пшеница,0.6617453360100187,0.672520569656175,0.6815348691758605
AOI-0006,2014-06-13,озимая пшеница,0.41304550739638074,0.4079656904837298,0.4048819705613802
AOI-0006,2014-06-26,озимая пшеница,0.3290813058696902,0.33582917040920135,0.33321740546586376
AOI-0006,2014-07-31,озимая пшеница,0.17467244086577646,0.18252684878203623,0.18340727091080086
AOI-0006,2014-08-29,озимая пшеница,0.23323768374150564,0.23340939268926936,0.2325039389474028
AOI-0006,2015-06-09,озимая пшеница,0.836993877860848,0.8248860281824166,0.8232857660227189
AOI-0006,2015-07-26,озимая пшеница,0.30527713680467666,0.30840576426147837,0.3054230073763027
AOI-0006,2015-08-03,озимая пшеница,0.3079755093297171,0.303410590022722,0.30240206584242413
AOI-0006,2015-08-11,озимая пшеница,0.2888935962156645,0.2947649397164587,0.2971623995607913
AOI-0006,2015-08-12,озимая пшеница,0.2838247349267491,0.280639423986795,0.27647239061812384
AOI-0006,2015-10-16,озимая пшеница,0.232112815276965,0.238614107191799,0.24115919979448372
AOI-0006,2016-04-22,озимая пшеница,0.5215357332662514,0.5424620521945734,0.5429486783683983
AOI-0006,2016-04-23,озимая пшеница,0.46452958918165094,0.4684035545202362,0.4566531402364214
AOI-0006,2016-05-08,озимая пшеница,0.48920372423418557,0.4965086010576727,0.499480633370874
AOI-0006,2017-04-23,озимая пшеница,0.32919845160116856,0.35158187203868707,0.35977112652995513
AOI-0006,2017-05-09,озимая пшеница,0.4220139469676683,0.4359990583219017,0.44406325477844527
AOI-0006,2017-07-25,озимая пшеница,0.7628123713008262,0.7732025795860519,0.767393783576185
AOI-0006,2017-09-01,озимая пшеница,0.23225723894475483,0.23469652653846973,0.24044433361546844
AOI-0006,2017-09-14,озимая пшеница,0.3011110360536387,0.3073962609787427,0.3072590223459829
AOI-0006,2017-10-04,озимая пшеница,0.1952538162570506,0.19158073137627568,0.19100511719632418
AOI-0006,2018-06-08,озимая пшеница,0.3765227101533822,0.3883411352514782,0.38334896031455706
AOI-0006,2018-08-13,озимая пшеница,0.4792131680803706,0.4789470151959564,0.4736426212245972
AOI-0006,2018-09-20,озимая пшеница,0.25323399895204485,0.2610812897664143,0.2661263794526558
AOI-0006,2018-10-16,озимая пшеница,0.2926451120900591,0.3031874747733687,0.3030109083287787
AOI-0006,2019-04-21,озимая пшеница,0.7567022153531121,0.7511323032914438,0.7539129534687433
AOI-0006,2019-04-23,озимая пшеница,0.8047862486155793,0.8075992611086414,0.8060484856649921
AOI-0006,2019-05-21,озимая пшеница,0.8942395271819533,0.8792054962655256,0.8732134842330329
AOI-0006,2019-06-27,озимая пшеница,0.22383183158043016,0.2255800098530492,0.22422451102039279
AOI-0006,2019-08-22,озимая пшеница,0.18967157783949154,0.19492308358482704,0.20100288869284105
AOI-0006,2019-09-03,озимая пшеница,0.1479480251741614,0.14429201647797466,0.1436904670724577
AOI-0006,2020-04-06,озимая пшеница,0.26811570879209473,0.28131149635984315,0.28743461299163403
AOI-0006,2020-04-30,озимая пшеница,0.1857301708822405,0.16873265142228852,0.16798424257841688
AOI-0006,2020-05-20,озимая пшеница,0.268474735551362,0.25764677629083405,0.24766642680666742
AOI-0006,2020-06-05,озимая пшеница,0.5970545205781564,0.6020597928182532,0.6044823281480659
AOI-0006,2020-08-03,озимая пшеница,0.4428581792667912,0.43963712310679354,0.4402246678212932
AOI-0006,2020-09-01,озимая пшеница,0.3561791595166763,0.3589530091535462,0.36063593854538395
AOI-0006,2021-04-06,озимая пшеница,0.2945657820545852,0.2930920868164314,0.2825542221451194
AOI-0006,2021-05-20,озимая пшеница,0.8792649782978009,0.8668801388596006,0.8661072624681891
AOI-0006,2021-06-16,озимая пшеница,0.8187797274664672,0.8102409721989633,0.7993307958038833
AOI-0006,2021-08-29,озимая пшеница,0.23106784415558002,0.24302521403624477,0.24680457467580066
AOI-0006,2021-10-02,озимая пшеница,0.19298326155598142,0.19934565584581124,0.20075422627036807
AOI-0006,2022-04-24,озимая пшеница,0.8157858669215016,0.8136410692763175,0.8103562462075824
AOI-0006,2022-06-10,озимая пшеница,0.7453719861072967,0.7506005772186957,0.7392457992567448
AOI-0006,2022-08-23,озимая пшеница,0.176334882417071,0.18650684382525085,0.18378873354568082
AOI-0006,2022-09-17,озимая пшеница,0.1683624652304728,0.16438324767631055,0.16221285937827176
AOI-0006,2022-09-30,озимая пшеница,0.26792447195789787,0.2870569943365363,0.288438481113993
AOI-0006,2022-10-02,озимая пшеница,0.1716011616959665,0.1683368367842346,0.169203796986246
AOI-0006,2022-10-12,озимая пшеница,0.16702750794055046,0.17356933158650317,0.17707222355824062
AOI-0006,2023-04-10,озимая пшеница,0.2727623739803136,0.27761359867193497,0.26670026081092907
AOI-0006,2023-04-23,озимая пшеница,0.46271593033011665,0.4931915323533086,0.49820362988047634
AOI-0006,2023-05-06,озимая пшеница,0.3089319356312124,0.30607761668798444,0.30737098356529946
AOI-0006,2023-05-13,озимая пшеница,0.30238209815453515,0.3003617460559857,0.3051920825319054
AOI-0006,2023-06-10,озимая пшеница,0.6874602096738713,0.7074137107654146,0.712590345573795
AOI-0006,2023-06-15,озимая пшеница,0.5986201897492283,0.6022822582991925,0.598722304542036
AOI-0006,2023-07-16,озимая пшеница,0.7729831424932966,0.7846095677036895,0.7854246550131366
AOI-0006,2023-08-28,озимая пшеница,0.5391077056837762,0.5416335096854337,0.5442688936841588
AOI-0006,2023-09-02,озимая пшеница,0.4041883153576234,0.3979962803295861,0.3973033347580445
AOI-0006,2023-09-14,озимая пшеница,0.3812005929793881,0.38306451256770213,0.3766228217019216
AOI-0006,2023-09-18,озимая пшеница,0.3904542819201029,0.4017798758945661,0.4014666767591413
AOI-0006,2023-09-26,озимая пшеница,0.2964403819485298,0.29779160874360355,0.30165897443371137
AOI-0006,2023-10-02,озимая пшеница,0.19837262776848705,0.19760048622765092,0.2024209732892497
AOI-0006,2023-10-16,озимая пшеница,0.25659457059925533,0.2712300875235365,0.27158769670105454
AOI-0006,2023-10-17,озимая пшеница,0.15544195305551187,0.14928356573398543,0.15032945796183558
AOI-0006,2024-06-03,озимая пшеница,0.7239798862567639,0.7222347116961165,0.7221700649967754
AOI-0006,2024-06-24,озимая пшеница,0.342598898743727,0.3473757448647404,0.3510531913725242
AOI-0006,2024-07-03,озимая пшеница,0.21371671338733766,0.21352566627473857,0.2113683604140202
AOI-0006,2024-07-13,озимая пшеница,0.20000959446837063,0.2020256926865829,0.19779351937487427
AOI-0006,2024-09-28,озимая пшеница,0.15881681748903864,0.16167571760852884,0.16087057735851867
AOI-0006,2024-10-06,озимая пшеница,0.1454949804417053,0.14585925811166586,0.148843350806039
AOI-0006,2024-10-26,озимая пшеница,0.18070031171555434,0.1754451097001146,0.17470043057052898
AOI-0009,2010-04-07,озимая пшеница,0.46983760077934816,0.4628392244595924,0.45633678375267656
AOI-0009,2010-05-18,озимая пшеница,0.7093010338696265,0.7054790461981838,0.7060714999212538
AOI-0009,2010-06-10,озимая пшеница,0.46832159058298767,0.4630059148871816,0.45488646932776877
AOI-0009,2010-09-14,озимая пшеница,0.26335086404848007,0.2645987418229004,0.2696338008396518
AOI-0009,2010-09-30,озимая пшеница,0.2367590189565865,0.24059043596035531,0.24901214461009827
AOI-0009,2011-05-25,озимая пшеница,0.5857865251478551,0.5889322494201485,0.5977284293404685
AOI-0009,2011-07-12,озимая пшеница,0.6687395439110451,0.6661726915091389,0.663415408914807
AOI-0009,2011-07-28,озимая пшеница,0.5825723021963539,0.5850814497885702,0.5793320638333549
AOI-0009,2011-08-17,озимая пшеница,0.35753669362252455,0.3563156701690259,0.3529934333921329
AOI-0009,2011-09-10,озимая пшеница,0.2806535318148221,0.2736854690209405,0.27266763696520485
AOI-0009,2012-04-29,озимая пшеница,0.5341550672241016,0.5263449586574821,0.5238802612950694
AOI-0009,2012-05-08,озимая пшеница,0.7103755253545754,0.7089462141777904,0.7142904716006945
AOI-0009,2012-08-12,озимая пшеница,0.32871553647633794,0.33164081625507885,0.33184317639380084
AOI-0009,2012-08-28,озимая пшеница,0.37821767923837984,0.3739635134998598,0.3768933703118427
AOI-0009,2012-09-29,озимая пшеница,0.32395471280613564,0.32433454334072426,0.3317611813236609
AOI-0009,2012-10-06,озимая пшеница,0.20426400907991257,0.19600843856464142,0.19887912617298126
AOI-0009,2013-04-07,озимая пшеница,0.31361559923993537,0.3132272136836812,0.30966886397234583
AOI-0009,2013-07-21,озимая пшеница,0.5828022070352796,0.572518149894599,0.578985506474846
AOI-0009,2013-08-13,озимая пшеница,0.3817155533836298,0.38780547816790023,0.3852496633424201
AOI-0009,2013-09-14,озимая пшеница,0.30305478335893893,0.30745937608871704,0.31379319917609105
AOI-0009,2014-04-07,озимая пшеница,0.6437844854266919,0.6307605228870652,0.6305490035548862
AOI-0009,2014-04-27,озимая пшеница,0.7782943628144371,0.7776632422740037,0.7775134385617397
AOI-0009,2014-05-29,озимая пшеница,0.8535488748336398,0.8574151606882296,0.8582226841849627
AOI-0009,2014-06-10,озимая пшеница,0.5354407232899442,0.5322997831192642,0.5221407572317761
AOI-0009,2014-06-22,озимая пшеница,0.40182674344251024,0.3998074366558781,0.40310250796130387
AOI-0009,2014-08-01,озимая пшеница,0.20201956469242152,0.19726017268422372,0.19346210863117877
AOI-0009,2014-08-09,озимая пшеница,0.17365511546894163,0.16701138109299501,0.16048833949235572
AOI-0009,2014-08-17,озимая пшеница,0.18561854237818678,0.1806694082715652,0.18055143462393633
AOI-0009,2014-08-29,озимая пшеница,0.23547087122661417,0.23806700039113426,0.2446672646119002
AOI-0009,2015-04-14,озимая пшеница,0.3849456823779509,0.37893157128621013,0.37682315298981933
AOI-0009,2015-05-24,озимая пшеница,0.8166311290310379,0.818842930997574,0.8171284188084121
AOI-0009,2015-06-26,озимая пшеница,0.4015109008323888,0.3996618855312885,0.39333929783185156
AOI-0009,2015-10-07,озимая пшеница,0.20149071176451347,0.19633152394566203,0.19889114344833644
AOI-0009,2016-05-02,озимая пшеница,0.6298012215676377,0.6191967752703063,0.6204169449677601
AOI-0009,2016-06-25,озимая пшеница,0.5263178655614064,0.515341275073209,0.5034082528090926
AOI-0009,2016-07-05,озимая пшеница,0.3909118607954376,0.3799393450162561,0.3728323271400878
AOI-0009,2016-07-13,озимая пшеница,0.3921851093336068,0.3900531589672746,0.39108005649589683
AOI-0009,2016-10-25,озимая пшеница,0.25396485611240543,0.25256895898694726,0.2570310783123178
AOI-0009,2017-04-01,озимая пшеница,0.22018981076423208,0.20224936484981187,0.19547501475278736
AOI-0009,2017-04-23,озимая пшеница,0.6524751194667784,0.6525614826921917,0.6647622873992459
AOI-0009,2017-05-21,озимая пшеница,0.8253525607337595,0.8335626292194742,0.8309506519997821
AOI-0009,2017-07-12,озимая пшеница,0.3161120019638879,0.3162625964844797,0.314290873220177
AOI-0009,2017-07-24,озимая пшеница,0.21268653480362784,0.2072720227529353,0.2129073173526854
AOI-0009,2017-08-09,озимая пшеница,0.1515225385662832,0.15408074521653473,0.15284788867573137
AOI-0009,2017-08-11,озимая пшеница,0.1445214329782329,0.14620380634830826,0.1452163151599318
AOI-0009,2017-08-14,озимая пшеница,0.1567860850683533,0.16342982973876904,0.16322376907204034
AOI-0009,2017-08-29,озимая пшеница,0.18245040509917917,0.18850853243396196,0.19050532614092172
AOI-0009,2017-09-05,озимая пшеница,0.13170934156806494,0.1338847640660537,0.13650321388926653
AOI-0009,2017-09-13,озимая пшеница,0.15955572343922866,0.16312770558855222,0.1648332196963417
AOI-0009,2017-09-15,озимая пшеница,0.15968995740375225,0.16168620336701162,0.1640775443000264
AOI-0009,2018-04-14,озимая пшеница,0.4396980637397554,0.4236494385840827,0.41511926149537937
AOI-0009,2018-04-23,озимая пшеница,0.6900054104069101,0.6812088944621827,0.6901149193609787
AOI-0009,2018-07-12,озимая пшеница,0.30460266204072334,0.30374854533979795,0.3026844142149526
AOI-0009,2018-09-29,озимая пшеница,0.17851852249655095,0.17389468204487168,0.17796690417933073
AOI-0009,2018-09-30,озимая пшеница,0.22818378027799022,0.23170027179690833,0.23703125392764993
AOI-0009,2018-10-13,озимая пшеница,0.16674101311508518,0.16732772855281638,0.1718251761049188
AOI-0009,2019-04-01,озимая пшеница,0.22962743977988118,0.22210382191949934,0.22017592674509845
AOI-0009,2019-04-25,озимая пшеница,0.33992952316304326,0.3304400338661885,0.33332416501781065
AOI-0009,2019-05-09,озимая пшеница,0.5667312643485037,0.5712309739796821,0.5776011752480004
AOI-0009,2019-05-18,озимая пшеница,0.4738130707903431,0.4728241220794301,0.4704424988541695
AOI-0009,2019-05-28,озимая пшеница,0.7294967581125616,0.7214272671049219,0.7157274871701633
AOI-0009,2019-06-28,озимая пшеница,0.2608768166845005,0.2422937154265408,0.24638149414545676
AOI-0009,2019-08-07,озимая пшеница,0.2911930804301721,0.27903741177116026,0.28668229197268275
AOI-0009,2019-08-21,озимая пшеница,0.17801376899789836,0.1783384170926297,0.18032883214517728
AOI-0009,2019-08-26,озимая пшеница,0.16135214746462712,0.16374063883872486,0.1641525372724207
AOI-0009,2019-08-31,озимая пшеница,0.163960868412343,0.16451885937928912,0.16553542329579668
AOI-0009,2019-10-15,озимая пшеница,0.22364584720489852,0.22646908652800823,0.22325808586111195
AOI-0009,2020-05-13,озимая пшеница,0.7252140171596694,0.7333572097716382,0.7336175300863508
AOI-0009,2020-05-15,озимая пшеница,0.6937362100771512,0.6862226588121499,0.6788091133145587
AOI-0009,2020-05-24,озимая пшеница,0.7776855724498155,0.7818049896798126,0.7834876420912491
AOI-0009,2020-05-27,озимая пшеница,0.7146136117670966,0.7160750066456917,0.714972331116724
AOI-0009,2020-05-29,озимая пшеница,0.7020675259106804,0.7072133029233544,0.7045429441901874
AOI-0009,2020-06-06,озимая пшеница,0.6444038645296319,0.6394317848539559,0.6386450051439022
AOI-0009,2020-06-11,озимая пшеница,0.5625131932518032,0.561650925547007,0.562057512617994
AOI-0009,2020-06-29,озимая пшеница,0.21249368314370046,0.20655121010316968,0.2074401137540478
AOI-0009,2020-07-06,озимая пшеница,0.1687469259044374,0.16097657024892237,0.16395006165925272
AOI-0009,2020-07-24,озимая пшеница,0.14257063084893637,0.1406219301198052,0.14361156382699677
AOI-0009,2020-07-27,озимая пшеница,0.21439809490390463,0.20810181406018197,0.2147637170997577
AOI-0009,2020-08-03,озимая пшеница,0.14137847909958282,0.14121002544827554,0.14329078986829522
AOI-0009,2020-08-12,озимая пшеница,0.22764502295433467,0.23545000752953768,0.24187007378281813
AOI-0009,2020-08-15,озимая пшеница,0.15879151575506198,0.15563739341328955,0.1556928783416691
AOI-0009,2020-08-17,озимая пшеница,0.18451542407083918,0.18383763689449703,0.18452764766302807
AOI-0009,2020-08-28,озимая пшеница,0.20987429532908855,0.220919799445499,0.2273642030441168
AOI-0009,2020-09-02,озимая пшеница,0.14270100645763403,0.14616753257711362,0.14863253710450283
AOI-0009,2020-09-29,озимая пшеница,0.1913289509778829,0.20155243494945688,0.20833429175305615
AOI-0009,2020-10-07,озимая пшеница,0.1348025590941958,0.13424137983691445,0.1411364568571117
AOI-0009,2020-10-15,озимая пшеница,0.2220095013895489,0.22449364108670866,0.22911321743703664
AOI-0009,2021-04-06,озимая пшеница,0.3856052371375908,0.37487410679018546,0.37097140358486563
AOI-0009,2021-04-30,озимая пшеница,0.6850020368191694,0.685681694329464,0.6747020490981704
AOI-0009,2021-05-15,озимая пшеница,0.8500120228750273,0.8361227861290625,0.8282038693890477
AOI-0009,2021-05-16,озимая пшеница,0.8599084397843875,0.8561160326485737,0.85466556560611
AOI-0009,2021-07-14,озимая пшеница,0.17300520301651698,0.1736490141852158,0.17493246426567316
AOI-0009,2021-07-21,озимая пшеница,0.16226681287171713,0.15437841668041863,0.15579672738585618
AOI-0009,2021-07-26,озимая пшеница,0.16774362040591595,0.16854655178373862,0.16943339481150574
AOI-0009,2021-07-29,озимая пшеница,0.16279306823253617,0.16485292921459052,0.16502190995816757
AOI-0009,2021-08-20,озимая пшеница,0.17998711302000603,0.1791757829256508,0.17901169479854934
AOI-0009,2021-09-27,озимая пшеница,0.28901705536922456,0.28032567634965944,0.28388605596752925
AOI-0009,2021-10-02,озимая пшеница,0.35369824530767396,0.35396972649622754,0.35644332377453125
AOI-0009,2021-10-12,озимая пшеница,0.24322803093569856,0.25142772738971064,0.24645378957651037
AOI-0009,2021-10-15,озимая пшеница,0.30998135836884705,0.3102291919728715,0.3042275178842274
AOI-0009,2022-04-02,озимая пшеница,0.4260354831608497,0.42878353946878855,0.43094001895225736
